timestamp_utc,series,value
2026-09-25T11:34:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",8.765382222222222
2026-09-25T11:34:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",7.424357777777777
2026-09-25T11:34:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",7.51111111111111
2026-09-25T11:35:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:35:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:35:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:35:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:36:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:36:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:36:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:36:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:37:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:37:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:37:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:37:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:38:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:38:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:38:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:38:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:39:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T11:39:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:26:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",2.1266266666666667
2026-09-25T12:26:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",1.7133133333333332
2026-09-25T12:27:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",1.7333333333333332
2026-09-25T12:27:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:27:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:27:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:28:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:28:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:28:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:28:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:29:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:29:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:29:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:29:45+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:30:00+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:30:15+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
2026-09-25T12:30:30+00:00,"engine=0,instance=vllm:8000,job=vllm,model_name=Qwen/Qwen2.5-1.5B-Instruct",0
